Date,Close,Open,High,Low,%change,%rate
12/9/2019,1.1061,1.1011,1.1087,1.0927,0.0047,0.47
13/09/2019,1.1073,1.1063,1.111,1.1055,0.0011,0.11
16/09/2019,1.1,1.1087,1.1093,1.0993,-0.0066,-0.66
17/09/2019,1.1071,1.1,1.1076,1.099,0.0065,0.65
18/09/2019,1.1029,1.1073,1.1077,1.1013,-0.0038,-0.38
19/09/2019,1.104,1.103,1.1075,1.1022,0.001,0.1
20/09/2019,1.1017,1.1042,1.1069,1.0996,-0.0021,-0.21
23/09/2019,1.0991,1.1016,1.1027,1.0965,-0.0024,-0.24
24/09/2019,1.1018,1.0994,1.1025,1.0983,0.0025,0.25
25/09/2019,1.0941,1.102,1.1025,1.0937,-0.007,-0.7
26/09/2019,1.0921,1.0942,1.0969,1.0908,-0.0018,-0.18
27/09/2019,1.0938,1.0921,1.096,1.0905,0.0016,0.16
30/09/2019,1.0898,1.094,1.0948,1.0884,-0.0037,-0.37
1/10/2019,1.093,1.09,1.0943,1.0878,0.0029,0.29
2/10/2019,1.0958,1.0933,1.0964,1.0904,0.0026,0.26
3/10/2019,1.0964,1.0959,1.1,1.0941,0.0005,0.05
4/10/2019,1.0976,1.0963,1.0999,1.0956,0.0011,0.11
7/10/2019,1.097,1.0976,1.1001,1.0962,-0.0005,-0.05
8/10/2019,1.0954,1.0971,1.0997,1.0941,-0.0015,-0.15
9/10/2019,1.0969,1.0956,1.0991,1.0951,0.0014,0.14
10/10/2019,1.1004,1.0971,1.1035,1.097,0.0032,0.32
11/10/2019,1.104,1.1006,1.1063,1.1,0.0033,0.33
14/10/2019,1.1028,1.1044,1.105,1.1013,-0.0011,-0.11
15/10/2019,1.1031,1.1028,1.1047,1.0991,0.0003,0.03
16/10/2019,1.107,1.1033,1.1086,1.1021,0.0035,0.35
17/10/2019,1.1122,1.1072,1.1141,1.1064,0.0047,0.47
18/10/2019,1.1169,1.1125,1.1173,1.1114,0.0042,0.42
21/10/2019,1.1148,1.1143,1.118,1.1137,-0.0019,-0.19
22/10/2019,1.1124,1.115,1.1158,1.1118,-0.0022,-0.22
23/10/2019,1.1129,1.1125,1.1141,1.1106,0.0004,0.04
24/10/2019,1.1104,1.1131,1.1164,1.1092,-0.0022,-0.22
25/10/2019,1.1078,1.1104,1.1123,1.1072,-0.0023,-0.23
28/10/2019,1.1098,1.1082,1.1108,1.1076,0.0018,0.18
29/10/2019,1.111,1.1099,1.112,1.1073,0.0011,0.11
30/10/2019,1.1148,1.1112,1.1152,1.1079,0.0034,0.34
31/10/2019,1.115,1.1151,1.1176,1.113,0.0002,0.02
1/11/2019,1.1165,1.1152,1.1172,1.1128,0.0013,0.13
4/11/2019,1.1126,1.1165,1.1176,1.1124,-0.0035,-0.35
5/11/2019,1.1074,1.1128,1.1141,1.1063,-0.0047,-0.47
6/11/2019,1.1065,1.1075,1.1094,1.1064,-0.0008,-0.08
7/11/2019,1.1049,1.1066,1.1092,1.1035,-0.0014,-0.14
8/11/2019,1.1016,1.105,1.1056,1.1016,-0.003,-0.3
11/11/2019,1.1032,1.1022,1.1044,1.1016,0.0015,0.15
12/11/2019,1.1007,1.1033,1.104,1.1002,-0.0023,-0.23
13/11/2019,1.1006,1.101,1.1021,1.0994,-0.0001,-0.01
14/11/2019,1.1021,1.1006,1.1028,1.0989,0.0014,0.14
15/11/2019,1.105,1.1021,1.1058,1.1014,0.0026,0.26
18/11/2019,1.107,1.1052,1.1091,1.1048,0.0018,0.18
19/11/2019,1.1078,1.1072,1.1085,1.1062,0.0007,0.07
20/11/2019,1.1072,1.1078,1.1083,1.1053,-0.0005,-0.05
21/11/2019,1.1057,1.1074,1.1098,1.1051,-0.0014,-0.14
22/11/2019,1.1022,1.1058,1.1086,1.1014,-0.0032,-0.32
25/11/2019,1.1013,1.1024,1.1033,1.1004,-0.0008,-0.08
26/11/2019,1.1018,1.1014,1.1027,1.1006,0.0005,0.05
27/11/2019,1.0998,1.102,1.1026,1.0991,-0.0018,-0.18
28/11/2019,1.1007,1.0999,1.1019,1.0999,0.0008,0.08
29/11/2019,1.1015,1.1008,1.1029,1.098,0.0007,0.07
2/12/2019,1.1077,1.1014,1.109,1.1003,0.0056,0.56
3/12/2019,1.1081,1.1078,1.1094,1.1065,0.0004,0.04
4/12/2019,1.1076,1.1082,1.1116,1.1066,-0.0005,-0.05
5/12/2019,1.1102,1.1079,1.1109,1.1077,0.0023,0.23
6/12/2019,1.1057,1.1105,1.1111,1.104,-0.0041,-0.41
9/12/2019,1.1062,1.1055,1.1079,1.1052,0.0005,0.05
10/12/2019,1.1092,1.1063,1.1099,1.1062,0.0027,0.27
11/12/2019,1.1128,1.1092,1.1145,1.107,0.0032,0.32
12/12/2019,1.1128,1.113,1.1155,1.1102,0,0
13/12/2019,1.1119,1.1129,1.12,1.1111,-0.0008,-0.08
16/12/2019,1.1142,1.1122,1.1159,1.1122,0.0021,0.21
17/12/2019,1.1149,1.1143,1.1176,1.1128,0.0006,0.06
18/12/2019,1.1111,1.115,1.1156,1.111,-0.0034,-0.34
19/12/2019,1.112,1.1113,1.1145,1.1107,0.0008,0.08
20/12/2019,1.1078,1.1122,1.1127,1.1065,-0.0038,-0.38
23/12/2019,1.1086,1.1081,1.1097,1.1069,0.0007,0.07
24/12/2019,1.1087,1.1089,1.1095,1.1069,0.0001,0.01
25/12/2019,1.109,1.1089,1.1107,1.1073,0.0003,0.03
26/12/2019,1.1096,1.1091,1.111,1.1082,0.0005,0.05
27/12/2019,1.1175,1.1097,1.1188,1.1095,0.0071,0.71
30/12/2019,1.1197,1.1175,1.1223,1.117,0.002,0.2
31/12/2019,1.121,1.1198,1.124,1.1198,0.0012,0.12
1/1/2020,1.121,1.1213,1.1223,1.1205,0,0
2/1/2020,1.117,1.1212,1.1227,1.1163,-0.0036,-0.36
3/1/2020,1.1158,1.1172,1.1181,1.1125,-0.0011,-0.11
6/1/2020,1.1193,1.1168,1.1207,1.1155,0.0031,0.31
7/1/2020,1.1151,1.1198,1.1198,1.1133,-0.0038,-0.38
8/1/2020,1.1103,1.1154,1.1169,1.1101,-0.0043,-0.43
9/1/2020,1.1105,1.1106,1.1121,1.1092,0.0002,0.02
10/1/2020,1.112,1.1106,1.113,1.1085,0.0014,0.14
13/01/2020,1.1133,1.1125,1.1148,1.1112,0.0012,0.12
14/01/2020,1.1127,1.1135,1.1145,1.1104,-0.0005,-0.05
15/01/2020,1.1149,1.113,1.1164,1.1118,0.002,0.2
16/01/2020,1.1135,1.1151,1.1173,1.1128,-0.0013,-0.13
17/01/2020,1.1088,1.1136,1.1143,1.1085,-0.0042,-0.42
20/01/2020,1.1094,1.1092,1.1104,1.1076,0.0005,0.05
21/01/2020,1.1082,1.1095,1.1119,1.108,-0.0011,-0.11
22/01/2020,1.1091,1.1084,1.1099,1.107,0.0008,0.08
23/01/2020,1.1052,1.1092,1.1109,1.1036,-0.0035,-0.35
24/01/2020,1.1023,1.1055,1.1063,1.102,-0.0026,-0.26
27/01/2020,1.1016,1.1021,1.1039,1.1009,-0.0006,-0.06
28/01/2020,1.102,1.1019,1.1026,1.0998,0.0004,0.04
29/01/2020,1.1009,1.1022,1.1028,1.0991,-0.001,-0.1
30/01/2020,1.103,1.101,1.104,1.1006,0.0019,0.19
31/01/2020,1.1093,1.1032,1.1097,1.1016,0.0057,0.57
3/2/2020,1.1058,1.1092,1.1096,1.1035,-0.0032,-0.32
4/2/2020,1.1042,1.1059,1.1065,1.1033,-0.0014,-0.14
5/2/2020,1.0997,1.1044,1.1049,1.0993,-0.0041,-0.41
6/2/2020,1.098,1.0999,1.1014,1.0964,-0.0015,-0.15
7/2/2020,1.0943,1.0983,1.0986,1.0941,-0.0034,-0.34
10/2/2020,1.0909,1.0951,1.0958,1.0907,-0.0031,-0.31
11/2/2020,1.0914,1.0911,1.0926,1.0891,0.0005,0.05
12/2/2020,1.0871,1.0916,1.0927,1.0864,-0.0039,-0.39
13/02/2020,1.084,1.0874,1.089,1.0833,-0.0029,-0.29
14/02/2020,1.083,1.0841,1.0862,1.0827,-0.0009,-0.09
17/02/2020,1.0834,1.0832,1.0852,1.0821,0.0004,0.04
18/02/2020,1.0791,1.0838,1.0839,1.0785,-0.004,-0.4
19/02/2020,1.0804,1.0791,1.0812,1.0782,0.0012,0.12
20/02/2020,1.0783,1.0806,1.0821,1.0776,-0.0019,-0.19
21/02/2020,1.0843,1.0785,1.0864,1.0783,0.0056,0.56
24/02/2020,1.0852,1.0841,1.0872,1.0805,0.0008,0.08
25/02/2020,1.0879,1.0854,1.0891,1.0829,0.0025,0.25
26/02/2020,1.0879,1.0881,1.091,1.0855,0,0
27/02/2020,1.0998,1.0881,1.1006,1.0878,0.0109,1.09
28/02/2020,1.1025,1.1001,1.1054,1.095,0.0025,0.25
2/3/2020,1.1132,1.1003,1.1186,1.1003,0.0097,0.97
3/3/2020,1.1171,1.1133,1.1214,1.1095,0.0035,0.35
4/3/2020,1.1134,1.1172,1.1187,1.1094,-0.0033,-0.33
5/3/2020,1.1239,1.1136,1.1245,1.1119,0.0094,0.94
6/3/2020,1.1285,1.1238,1.1356,1.1212,0.0041,0.41
9/3/2020,1.1447,1.1292,1.1494,1.1284,0.0144,1.44
10/3/2020,1.1279,1.1446,1.1459,1.1274,-0.0147,-1.47
11/3/2020,1.1267,1.128,1.1367,1.1257,-0.0011,-0.11
12/3/2020,1.1183,1.1269,1.1334,1.1055,-0.0075,-0.75
13/03/2020,1.1105,1.1185,1.1222,1.1054,-0.007,-0.7
16/03/2020,1.1181,1.1085,1.1237,1.1046,0.0068,0.68
17/03/2020,1.0996,1.1183,1.119,1.0955,-0.0165,-1.65
18/03/2020,1.0913,1.0997,1.1046,1.0802,-0.0075,-0.75
19/03/2020,1.069,1.0915,1.0982,1.0654,-0.0204,-2.04
20/03/2020,1.0694,1.0691,1.0832,1.0637,0.0004,0.04
23/03/2020,1.0721,1.0696,1.0828,1.0637,0.0025,0.25
24/03/2020,1.0787,1.0726,1.0889,1.0722,0.0062,0.62
25/03/2020,1.088,1.0789,1.0895,1.0761,0.0086,0.86
26/03/2020,1.1028,1.0881,1.1059,1.0869,0.0136,1.36
27/03/2020,1.114,1.103,1.1148,1.0953,0.0102,1.02
30/03/2020,1.1046,1.1136,1.1145,1.101,-0.0084,-0.84
31/03/2020,1.1029,1.1049,1.1056,1.0926,-0.0015,-0.15
1/4/2020,1.0962,1.1031,1.104,1.0903,-0.0061,-0.61
2/4/2020,1.0856,1.0964,1.097,1.082,-0.0097,-0.97
3/4/2020,1.0808,1.0858,1.0865,1.0773,-0.0044,-0.44
6/4/2020,1.0791,1.0813,1.0835,1.0768,-0.0016,-0.16
7/4/2020,1.0889,1.0793,1.0926,1.0783,0.0091,0.91
8/4/2020,1.0856,1.0891,1.0904,1.0829,-0.003,-0.3
9/4/2020,1.0927,1.0857,1.0953,1.0841,0.0065,0.65
10/4/2020,1.0935,1.093,1.0953,1.0919,0.0007,0.07
13/04/2020,1.0913,1.0941,1.0969,1.0892,-0.002,-0.2
14/04/2020,1.0979,1.0914,1.0988,1.0904,0.006,0.6
15/04/2020,1.0907,1.098,1.0991,1.0856,-0.0066,-0.66
16/04/2020,1.0835,1.0911,1.0913,1.0817,-0.0066,-0.66
17/04/2020,1.0876,1.0835,1.0893,1.0812,0.0038,0.38
20/04/2020,1.0862,1.0875,1.0898,1.0841,-0.0013,-0.13
21/04/2020,1.0856,1.0862,1.0882,1.0816,-0.0006,-0.06
22/04/2020,1.0822,1.0857,1.0886,1.0802,-0.0031,-0.31
23/04/2020,1.0776,1.0824,1.0848,1.0755,-0.0043,-0.43
24/04/2020,1.082,1.0778,1.0831,1.0726,0.0041,0.41
27/04/2020,1.0828,1.0809,1.0862,1.0808,0.0007,0.07
28/04/2020,1.0818,1.0829,1.089,1.081,-0.0009,-0.09
29/04/2020,1.0873,1.0819,1.0886,1.0818,0.0051,0.51
30/04/2020,1.0955,1.0872,1.0973,1.0833,0.0075,0.75
1/5/2020,1.0983,1.0956,1.1019,1.0934,0.0026,0.26
4/5/2020,1.0906,1.098,1.098,1.0895,-0.007,-0.7
5/5/2020,1.0838,1.0907,1.0927,1.0826,-0.0062,-0.62
6/5/2020,1.0794,1.0836,1.0848,1.0782,-0.0041,-0.41
7/5/2020,1.0832,1.0795,1.0835,1.0766,0.0035,0.35
8/5/2020,1.084,1.0833,1.0876,1.0814,0.0007,0.07
11/5/2020,1.0806,1.0838,1.0851,1.08,-0.0031,-0.31
12/5/2020,1.0846,1.0807,1.0885,1.0784,0.0037,0.37
13/05/2020,1.0816,1.0848,1.0897,1.0811,-0.0028,-0.28
14/05/2020,1.0804,1.0819,1.0826,1.0775,-0.0011,-0.11
15/05/2020,1.0815,1.0805,1.0851,1.0789,0.001,0.1
18/05/2020,1.0912,1.0816,1.0927,1.0799,0.009,0.9
19/05/2020,1.0921,1.0913,1.0977,1.0901,0.0008,0.08
20/05/2020,1.0977,1.0928,1.1,1.0918,0.0051,0.51
21/05/2020,1.0949,1.0979,1.101,1.0936,-0.0026,-0.26
22/05/2020,1.09,1.0949,1.0961,1.0885,-0.0045,-0.45
25/05/2020,1.0899,1.0903,1.0915,1.087,-0.0001,-0.01
26/05/2020,1.098,1.0899,1.0997,1.0891,0.0074,0.74
27/05/2020,1.1003,1.0983,1.1032,1.0934,0.0021,0.21
28/05/2020,1.1076,1.1005,1.1094,1.0991,0.0066,0.66
29/05/2020,1.1098,1.1078,1.1146,1.107,0.002,0.2
1/6/2020,1.1134,1.1097,1.1155,1.1095,0.0032,0.32
2/6/2020,1.1169,1.1137,1.1197,1.1114,0.0031,0.31
3/6/2020,1.1232,1.1172,1.1257,1.1166,0.0056,0.56
4/6/2020,1.1336,1.1234,1.1363,1.1194,0.0093,0.93
5/6/2020,1.1284,1.1337,1.1385,1.1278,-0.0046,-0.46
8/6/2020,1.1292,1.1289,1.1321,1.1267,0.0007,0.07
9/6/2020,1.134,1.1297,1.1365,1.1241,0.0043,0.43
10/6/2020,1.1369,1.134,1.1423,1.1322,0.0026,0.26
11/6/2020,1.1297,1.1373,1.1404,1.1287,-0.0063,-0.63
12/6/2020,1.1254,1.1299,1.1341,1.1212,-0.0038,-0.38
15/06/2020,1.1322,1.1245,1.1334,1.1226,0.006,0.6
16/06/2020,1.1263,1.1325,1.1353,1.1228,-0.0052,-0.52
17/06/2020,1.1243,1.1264,1.1295,1.1207,-0.0018,-0.18
18/06/2020,1.1202,1.1244,1.1264,1.1185,-0.0036,-0.36
19/06/2020,1.1175,1.1205,1.1255,1.1168,-0.0024,-0.24
22/06/2020,1.1258,1.1185,1.1271,1.1168,0.0074,0.74
23/06/2020,1.1306,1.1259,1.135,1.1233,0.0043,0.43
24/06/2020,1.125,1.1308,1.1327,1.1248,-0.005,-0.5
25/06/2020,1.1217,1.1251,1.1261,1.119,-0.0029,-0.29
26/06/2020,1.1217,1.1218,1.1241,1.1194,0,0
29/06/2020,1.124,1.1227,1.1289,1.1216,0.0021,0.21
30/06/2020,1.1231,1.1242,1.1263,1.1191,-0.0008,-0.08
1/7/2020,1.125,1.1233,1.1276,1.1185,0.0017,0.17
2/7/2020,1.1238,1.1252,1.1303,1.1222,-0.0011,-0.11
3/7/2020,1.1248,1.1239,1.1254,1.1219,0.0009,0.09
6/7/2020,1.1308,1.1242,1.1346,1.124,0.0053,0.53
7/7/2020,1.127,1.1308,1.1334,1.1258,-0.0034,-0.34
8/7/2020,1.1329,1.1273,1.1352,1.1262,0.0052,0.52
9/7/2020,1.1281,1.1329,1.1372,1.1279,-0.0042,-0.42
10/7/2020,1.1298,1.1285,1.1326,1.1255,0.0015,0.15
13/07/2020,1.134,1.13,1.1375,1.1297,0.0037,0.37
14/07/2020,1.1396,1.1343,1.1409,1.1324,0.0049,0.49
15/07/2020,1.141,1.14,1.1452,1.1391,0.0012,0.12
16/07/2020,1.1383,1.1411,1.1443,1.137,-0.0024,-0.24
17/07/2020,1.1426,1.1384,1.1444,1.1377,0.0038,0.38
20/07/2020,1.1444,1.141,1.1468,1.1401,0.0016,0.16
21/07/2020,1.1526,1.1447,1.154,1.1422,0.0072,0.72
22/07/2020,1.1568,1.1528,1.1602,1.1507,0.0036,0.36
23/07/2020,1.1594,1.1575,1.1628,1.1539,0.0022,0.22
24/07/2020,1.1654,1.1597,1.1659,1.158,0.0052,0.52
27/07/2020,1.1751,1.1646,1.1782,1.1637,0.0083,0.83
28/07/2020,1.1714,1.1753,1.1774,1.1698,-0.0031,-0.31
29/07/2020,1.179,1.1718,1.1807,1.1714,0.0065,0.65
30/07/2020,1.1846,1.1788,1.1849,1.1731,0.0047,0.47
31/07/2020,1.1774,1.1846,1.191,1.176,-0.0061,-0.61
3/8/2020,1.1761,1.1783,1.1797,1.1696,-0.0011,-0.11
4/8/2020,1.18,1.1765,1.1807,1.172,0.0033,0.33
5/8/2020,1.1861,1.1802,1.1906,1.1793,0.0052,0.52
6/8/2020,1.1875,1.1863,1.1917,1.1818,0.0012,0.12
7/8/2020,1.1786,1.1877,1.1884,1.1755,-0.0075,-0.75
10/8/2020,1.1736,1.1788,1.1803,1.1736,-0.0042,-0.42
11/8/2020,1.1739,1.1738,1.1808,1.1722,0.0003,0.03
12/8/2020,1.1782,1.174,1.1816,1.171,0.0037,0.37
13/08/2020,1.1812,1.1786,1.1865,1.1781,0.0025,0.25
14/08/2020,1.1841,1.1815,1.1852,1.1782,0.0025,0.25
17/08/2020,1.1869,1.184,1.1882,1.1829,0.0024,0.24
18/08/2020,1.1929,1.187,1.1967,1.1865,0.0051,0.51
19/08/2020,1.1836,1.1931,1.1954,1.183,-0.0078,-0.78
20/08/2020,1.1859,1.1839,1.1869,1.1802,0.0019,0.19
21/08/2020,1.1795,1.186,1.1883,1.1754,-0.0054,-0.54
24/08/2020,1.1787,1.1787,1.1851,1.1783,-0.0007,-0.07
25/08/2020,1.1833,1.1793,1.1845,1.1783,0.0039,0.39
26/08/2020,1.1829,1.1834,1.1841,1.1772,-0.0003,-0.03
27/08/2020,1.1821,1.1831,1.1902,1.1762,-0.0007,-0.07
28/08/2020,1.1903,1.1822,1.192,1.181,0.0069,0.69
31/08/2020,1.1936,1.1899,1.1967,1.1883,0.0028,0.28
1/9/2020,1.191,1.1936,1.2012,1.1901,-0.0022,-0.22
2/9/2020,1.1853,1.1911,1.1931,1.1822,-0.0048,-0.48
3/9/2020,1.1849,1.1852,1.1866,1.1789,-0.0003,-0.03
4/9/2020,1.1838,1.185,1.1866,1.1781,-0.0009,-0.09
7/9/2020,1.1817,1.1833,1.1849,1.1811,-0.0018,-0.18
8/9/2020,1.1779,1.1817,1.1829,1.1765,-0.0032,-0.32
9/9/2020,1.1802,1.1777,1.1834,1.1753,0.002,0.2
10/9/2020,1.1813,1.1801,1.1918,1.18,0.0009,0.09
11/9/2020,1.1845,1.1814,1.1875,1.1812,0.0027,0.27
14/09/2020,1.1868,1.184,1.1889,1.183,0.0019,0.19
15/09/2020,1.1845,1.1865,1.1901,1.1839,-0.0019,-0.19
16/09/2020,1.1814,1.185,1.1883,1.1787,-0.0026,-0.26
17/09/2020,1.1847,1.1816,1.1854,1.1737,0.0028,0.28
18/09/2020,1.1837,1.1848,1.1871,1.1826,-0.0008,-0.08
21/09/2020,1.1769,1.1848,1.1873,1.1731,-0.0057,-0.57
22/09/2020,1.1706,1.177,1.1774,1.1691,-0.0054,-0.54
23/09/2020,1.1659,1.1708,1.1719,1.1651,-0.004,-0.4
24/09/2020,1.1672,1.166,1.1688,1.1626,0.0011,0.11
25/09/2020,1.163,1.1671,1.1686,1.1612,-0.0036,-0.36
28/09/2020,1.1664,1.1638,1.1679,1.1615,0.0029,0.29
29/09/2020,1.1742,1.1666,1.1746,1.166,0.0067,0.67
30/09/2020,1.1718,1.1743,1.1756,1.1684,-0.002,-0.2
1/10/2020,1.1747,1.1719,1.177,1.1717,0.0025,0.25
2/10/2020,1.1713,1.1748,1.1751,1.1695,-0.0029,-0.29
5/10/2020,1.1781,1.1716,1.1798,1.1707,0.0058,0.58
6/10/2020,1.1734,1.1782,1.1809,1.1731,-0.004,-0.4
7/10/2020,1.176,1.1735,1.1783,1.1724,0.0022,0.22
8/10/2020,1.1758,1.1762,1.1782,1.1732,-0.0002,-0.02
9/10/2020,1.1824,1.1759,1.1832,1.1753,0.0056,0.56
12/10/2020,1.1813,1.1819,1.1827,1.1786,-0.0009,-0.09
13/10/2020,1.1744,1.1813,1.1817,1.1731,-0.0058,-0.58
14/10/2020,1.1746,1.1746,1.1772,1.1719,0.0002,0.02
15/10/2020,1.1706,1.1747,1.176,1.1688,-0.0034,-0.34
16/10/2020,1.1718,1.1708,1.1746,1.1694,0.001,0.1
19/10/2020,1.1766,1.1722,1.1795,1.1703,0.0041,0.41
20/10/2020,1.1821,1.1769,1.1841,1.176,0.0047,0.47
21/10/2020,1.1861,1.1822,1.1882,1.1821,0.0034,0.34
22/10/2020,1.1816,1.1862,1.1868,1.1811,-0.0038,-0.38
23/10/2020,1.1859,1.1819,1.1866,1.1787,0.0036,0.36
26/10/2020,1.1808,1.1858,1.1861,1.1803,-0.0043,-0.43
27/10/2020,1.1795,1.181,1.1839,1.1793,-0.0011,-0.11
28/10/2020,1.1744,1.1796,1.1798,1.1717,-0.0043,-0.43
29/10/2020,1.1674,1.1746,1.176,1.165,-0.006,-0.6
30/10/2020,1.1647,1.1674,1.1705,1.1639,-0.0023,-0.23
2/11/2020,1.164,1.1658,1.1658,1.1622,-0.0006,-0.06
3/11/2020,1.1711,1.164,1.174,1.1633,0.0061,0.61
4/11/2020,1.1722,1.1715,1.177,1.1603,0.0009,0.09
5/11/2020,1.1821,1.1725,1.1861,1.171,0.0084,0.84
6/11/2020,1.1872,1.1826,1.1891,1.1795,0.0043,0.43
9/11/2020,1.1813,1.1882,1.192,1.1795,-0.005,-0.5
10/11/2020,1.1814,1.1812,1.1844,1.178,0.0001,0.01
11/11/2020,1.1777,1.181,1.1834,1.1745,-0.0031,-0.31
12/11/2020,1.1804,1.1777,1.1824,1.1758,0.0023,0.23
13/11/2020,1.1832,1.1805,1.1838,1.1798,0.0024,0.24
16/11/2020,1.1853,1.1829,1.1869,1.1813,0.0018,0.18
17/11/2020,1.1861,1.1852,1.1895,1.1842,0.0007,0.07
18/11/2020,1.1852,1.1863,1.1892,1.1848,-0.0008,-0.08
19/11/2020,1.1873,1.1853,1.1883,1.1816,0.0018,0.18
20/11/2020,1.1853,1.1875,1.1891,1.1849,-0.0017,-0.17
23/11/2020,1.184,1.1853,1.1906,1.18,-0.0011,-0.11
24/11/2020,1.1888,1.1842,1.1897,1.1837,0.0041,0.41
25/11/2020,1.1913,1.1891,1.1931,1.1882,0.0021,0.21
26/11/2020,1.1913,1.1916,1.1941,1.1884,0,0
27/11/2020,1.1962,1.1914,1.1965,1.1907,0.0041,0.41
30/11/2020,1.1928,1.1957,1.2004,1.1924,-0.0028,-0.28
1/12/2020,1.207,1.1928,1.2077,1.1926,0.0119,1.19
2/12/2020,1.2115,1.207,1.2119,1.204,0.0037,0.37
3/12/2020,1.214,1.2115,1.2177,1.21,0.0021,0.21
4/12/2020,1.212,1.2142,1.2178,1.211,-0.0016,-0.16
7/12/2020,1.2108,1.2128,1.2167,1.2078,-0.001,-0.1
8/12/2020,1.2101,1.2109,1.2134,1.2095,-0.0006,-0.06
9/12/2020,1.2081,1.2103,1.2148,1.2059,-0.0017,-0.17
10/12/2020,1.2136,1.2083,1.216,1.2075,0.0046,0.46
11/12/2020,1.2111,1.2137,1.2163,1.2105,-0.0021,-0.21
14/12/2020,1.2143,1.2131,1.2177,1.2115,0.0026,0.26
15/12/2020,1.2151,1.2143,1.217,1.2121,0.0007,0.07
16/12/2020,1.2197,1.2152,1.2213,1.2125,0.0038,0.38
17/12/2020,1.2266,1.2199,1.2274,1.2191,0.0057,0.57
18/12/2020,1.2255,1.2268,1.2273,1.2225,-0.0009,-0.09
21/12/2020,1.2242,1.2242,1.2254,1.2129,-0.0011,-0.11
22/12/2020,1.2161,1.2244,1.2257,1.2151,-0.0066,-0.66
23/12/2020,1.2185,1.2163,1.2221,1.2154,0.002,0.2
24/12/2020,1.2186,1.2188,1.2217,1.2177,0.0001,0.01
25/12/2020,1.2204,1.2186,1.2212,1.2165,0.0015,0.15
28/12/2020,1.2214,1.2202,1.2251,1.2181,0.0008,0.08
29/12/2020,1.2247,1.2217,1.2276,1.2207,0.0027,0.27
30/12/2020,1.2295,1.2248,1.2311,1.2246,0.0039,0.39
31/12/2020,1.2213,1.2298,1.231,1.2209,-0.0067,-0.67
1/1/2021,1.2212,1.2216,1.2217,1.221,-0.0001,-0.01
4/1/2021,1.2248,1.2231,1.231,1.2223,0.0029,0.29
5/1/2021,1.2294,1.2247,1.2307,1.2246,0.0038,0.38
6/1/2021,1.2325,1.2296,1.235,1.2265,0.0025,0.25
7/1/2021,1.227,1.2327,1.2346,1.2244,-0.0045,-0.45
8/1/2021,1.2218,1.2273,1.2284,1.2191,-0.0042,-0.42
11/1/2021,1.2149,1.2217,1.2227,1.2132,-0.0056,-0.56
12/1/2021,1.2207,1.2152,1.2211,1.2136,0.0048,0.48
13/01/2021,1.2157,1.2208,1.2224,1.214,-0.0041,-0.41
14/01/2021,1.2156,1.2157,1.2179,1.2111,-0.0001,-0.01
15/01/2021,1.2078,1.2155,1.2163,1.2074,-0.0064,-0.64
18/01/2021,1.2076,1.2085,1.2091,1.2054,-0.0002,-0.02
19/01/2021,1.2128,1.2078,1.2146,1.2074,0.0043,0.43
20/01/2021,1.2104,1.2127,1.2158,1.2076,-0.002,-0.2
21/01/2021,1.2162,1.2106,1.2175,1.2103,0.0048,0.48
22/01/2021,1.2167,1.2164,1.2191,1.2151,0.0004,0.04
25/01/2021,1.2137,1.2168,1.2184,1.2115,-0.0025,-0.25
26/01/2021,1.216,1.2138,1.2177,1.2107,0.0019,0.19
27/01/2021,1.2108,1.216,1.217,1.2057,-0.0043,-0.43
28/01/2021,1.2121,1.2109,1.2142,1.2079,0.0011,0.11
29/01/2021,1.2136,1.2121,1.2156,1.2093,0.0012,0.12
1/2/2021,1.2059,1.214,1.2146,1.2054,-0.0063,-0.63
2/2/2021,1.2042,1.2059,1.2089,1.2011,-0.0014,-0.14
3/2/2021,1.2034,1.2044,1.205,1.2003,-0.0007,-0.07
4/2/2021,1.1962,1.2033,1.2043,1.1957,-0.006,-0.6
5/2/2021,1.2042,1.1964,1.205,1.1952,0.0067,0.67
8/2/2021,1.2048,1.2042,1.2067,1.2019,0.0005,0.05
9/2/2021,1.2117,1.2048,1.2122,1.2045,0.0057,0.57
10/2/2021,1.2116,1.2119,1.2145,1.2108,-0.0001,-0.01
11/2/2021,1.2128,1.2118,1.215,1.2112,0.001,0.1
12/2/2021,1.2118,1.213,1.2135,1.2081,-0.0008,-0.08
15/02/2021,1.2127,1.2123,1.2146,1.2116,0.0007,0.07
16/02/2021,1.2104,1.213,1.217,1.2095,-0.0019,-0.19
17/02/2021,1.2036,1.2107,1.2111,1.2023,-0.0056,-0.56
18/02/2021,1.2088,1.2037,1.2096,1.2035,0.0043,0.43
19/02/2021,1.2117,1.2091,1.2145,1.2082,0.0024,0.24
22/02/2021,1.2154,1.2117,1.217,1.2091,0.0031,0.31
23/02/2021,1.2149,1.2155,1.2181,1.2135,-0.0004,-0.04
24/02/2021,1.2164,1.215,1.2176,1.2109,0.0012,0.12
25/02/2021,1.2176,1.2163,1.2243,1.2155,0.001,0.1
26/02/2021,1.2074,1.2176,1.2185,1.2062,-0.0084,-0.84
1/3/2021,1.2047,1.2079,1.2102,1.2027,-0.0022,-0.22
2/3/2021,1.2089,1.2049,1.2095,1.1991,0.0035,0.35
