Date,High,Low,Open,Close,Volume,Adj Close
5/13/1980,106.7600021,104.4400024,0,106.3000031,35460000,106.3000031
5/14/1980,107.8899994,106,0,106.8499985,40840000,106.8499985
5/15/1980,107.9899979,106.0699997,0,106.9899979,41120000,106.9899979
5/16/1980,107.8899994,106.25,0,107.3499985,31710000,107.3499985
5/19/1980,108.4300003,106.5100021,0,107.6699982,30970000,107.6699982
5/20/1980,108.3899994,106.75,0,107.6200027,31800000,107.6200027
5/21/1980,108.3099976,106.5400009,0,107.7200012,34830000,107.7200012
5/22/1980,109.7300034,107.3399963,0,109.0100021,41040000,109.0100021
5/23/1980,111.3700027,109.0100021,0,110.6200027,45790000,110.6200027
5/27/1980,112.3000031,110.3499985,0,111.4000015,40810000,111.4000015
5/28/1980,112.7200012,110.4199982,0,112.0599976,38580000,112.0599976
5/29/1980,112.6399994,109.8600006,0,110.2699966,42000000,110.2699966
5/30/1980,111.5500031,108.8700027,0,111.2399979,34820000,111.2399979
6/2/1980,112.1500015,110.0599976,0,110.7600021,32710000,110.7600021
6/3/1980,111.6299973,109.7699966,0,110.5100021,33150000,110.5100021
6/4/1980,113.4499969,110.2200012,0,112.6100006,44180000,112.6100006
6/5/1980,114.3799973,111.8899994,0,112.7799988,49070000,112.7799988
6/6/1980,114.0100021,112.1100006,0,113.1999969,37230000,113.1999969
6/9/1980,114.5100021,112.6800003,0,113.7099991,36820000,113.7099991
6/10/1980,115.5,113.1699982,0,114.6600037,42030000,114.6600037
6/11/1980,116.6399994,114.2200012,0,116.0199966,43800000,116.0199966
6/12/1980,117.0100021,114.2799988,0,115.5199966,47300000,115.5199966
6/13/1980,116.9400024,114.6699982,0,115.8099976,41880000,115.8099976
6/16/1980,116.8000031,114.7799988,0,116.0899963,36190000,116.0899963
6/17/1980,117.1600037,115.1299973,0,116.0299988,41990000,116.0299988
6/18/1980,116.8399963,114.7699966,0,116.2600021,41960000,116.2600021
6/19/1980,116.8099976,114.3600006,0,114.6600037,38280000,114.6600037
6/20/1980,114.9000015,113.1200027,0,114.0599976,36530000,114.0599976
6/23/1980,115.2799988,113.3499985,0,114.5100021,34180000,114.5100021
6/24/1980,115.75,113.7600021,0,115.1399994,37730000,115.1399994
6/25/1980,117.3700027,115.0699997,0,116.7200012,46500000,116.7200012
6/26/1980,117.9800034,115.5800018,0,116.1900024,45110000,116.1900024
6/27/1980,116.9300003,115.0599976,0,116,33110000,116
6/30/1980,116.0400009,113.5500031,0,114.2399979,29910000,114.2399979
7/1/1980,115.4499969,113.5400009,0,114.9300003,34340000,114.9300003
7/2/1980,116.4400024,114.3600006,0,115.6800003,42950000,115.6800003
7/3/1980,117.8000031,115.4899979,0,117.4599991,47230000,117.4599991
7/7/1980,118.8499985,116.9599991,0,118.2900009,42540000,118.2900009
7/8/1980,119.1100006,117.0699997,0,117.8399963,45830000,117.8399963
7/9/1980,119.5199966,117.0999985,0,117.9800034,52010000,117.9800034
7/10/1980,118.5699997,116.3799973,0,116.9499969,43730000,116.9499969
7/11/1980,118.3799973,116.2900009,0,117.8399963,38310000,117.8399963
7/14/1980,120.3700027,117.4499969,0,120.0100021,45500000,120.0100021
7/15/1980,121.5599976,118.8499985,0,119.3000031,60920000,119.3000031
7/16/1980,120.8700027,118.5400009,0,119.6299973,49140000,119.6299973
7/17/1980,121.8399963,119.4300003,0,121.4400024,48850000,121.4400024
7/18/1980,123.1900024,120.8799973,0,122.0400009,58040000,122.0400009
7/21/1980,123.1500015,120.8499985,0,122.5100021,42750000,122.5100021
7/22/1980,123.9000015,121.3799973,0,122.1900024,52230000,122.1900024
7/23/1980,123.2600021,120.9300003,0,121.9300003,45890000,121.9300003
7/24/1980,122.9800034,120.8300018,0,121.7900009,42420000,121.7900009
7/25/1980,121.9599991,119.9400024,0,120.7799988,36250000,120.7799988
7/28/1980,122.0199966,119.7799988,0,121.4300003,35330000,121.4300003
7/29/1980,122.9899979,120.7600021,0,122.4000015,44840000,122.4000015
7/30/1980,123.9300003,121.1600037,0,122.2300034,58060000,122.2300034
7/31/1980,122.3399963,119.4000015,0,121.6699982,54610000,121.6699982
8/1/1980,122.3799973,120.0800018,0,121.2099991,46440000,121.2099991
8/4/1980,121.6299973,119.4199982,0,120.9800034,41550000,120.9800034
8/5/1980,122.0899963,119.9599991,0,120.7399979,45510000,120.7399979
8/6/1980,122.0100021,119.9400024,0,121.5500031,45050000,121.5500031
8/7/1980,123.8399963,121.6600037,0,123.3000031,61820000,123.3000031
8/8/1980,125.2300034,122.8199997,0,123.6100006,58860000,123.6100006
8/11/1980,125.3099976,122.8499985,0,124.7799988,44690000,124.7799988
8/12/1980,125.7799988,123.2900009,0,123.7900009,52050000,123.7900009
8/13/1980,124.6699982,122.4899979,0,123.2799988,44350000,123.2799988
8/14/1980,125.6200027,122.6800003,0,125.25,47700000,125.25
8/15/1980,126.6100006,124.5699997,0,125.7200012,47780000,125.7200012
8/18/1980,125.2799988,122.8199997,0,123.3899994,41890000,123.3899994
8/19/1980,124,121.9700012,0,122.5999985,41930000,122.5999985
8/20/1980,124.2699966,121.9100037,0,123.7699966,42560000,123.7699966
8/21/1980,125.9899979,123.6100006,0,125.4599991,50770000,125.4599991
8/22/1980,127.7799988,125.1800003,0,126.0199966,58210000,126.0199966
8/25/1980,126.2799988,124.6500015,0,125.1600037,35400000,125.1600037
8/26/1980,126.2900009,124.0100021,0,124.8399963,41700000,124.8399963
8/27/1980,124.9800034,122.9300003,0,123.5199966,44000000,123.5199966
8/28/1980,123.9100037,121.6100006,0,122.0800018,39890000,122.0800018
8/29/1980,123.0100021,121.0599976,0,122.3799973,33510000,122.3799973
9/2/1980,124.3600006,121.7900009,0,123.7399979,35290000,123.7399979
9/3/1980,126.4300003,123.8700027,0,126.1200027,52370000,126.1200027
9/4/1980,127.6999969,124.4199982,0,125.4199982,59030000,125.4199982
9/5/1980,126.1200027,124.0800018,0,124.8799973,37990000,124.8799973
9/8/1980,125.6699982,122.7799988,0,123.3099976,42050000,123.3099976
9/9/1980,124.5199966,121.9400024,0,124.0699997,44460000,124.0699997
9/10/1980,125.9499969,123.5999985,0,124.8099976,51430000,124.8099976
9/11/1980,126.4800034,124.1900024,0,125.6600037,44770000,125.6600037
9/12/1980,126.75,124.7200012,0,125.5400009,47180000,125.5400009
9/15/1980,126.3499985,124.0899963,0,125.6699982,44630000,125.6699982
9/16/1980,127.7799988,125.1500015,0,126.7399979,57290000,126.7399979
9/17/1980,129.6799927,126.3700027,0,128.8699951,63990000,128.8699951
9/18/1980,130.3800049,127.6299973,0,128.3999939,63390000,128.3999939
9/19/1980,130.3300018,127.5699997,0,129.25,53780000,129.25
9/22/1980,130.9900055,127.8899994,0,130.3999939,53140000,130.3999939
9/23/1980,132.1699982,128.5500031,0,129.4299927,64390000,129.4299927
9/24/1980,131.3399963,128.4499969,0,130.3699951,56860000,130.3699951
9/25/1980,131.5299988,128.1300049,0,128.7200012,49510000,128.7200012
9/26/1980,128.1699982,125.2900009,0,126.3499985,49460000,126.3499985
9/29/1980,125.4100037,122.8700027,0,123.5400009,46410000,123.5400009
9/30/1980,126.0899963,123.5400009,0,125.4599991,40290000,125.4599991
10/1/1980,127.8799973,124.6600037,0,127.1299973,48720000,127.1299973
10/2/1980,128.8200073,126.0400009,0,128.0899963,46160000,128.0899963
10/3/1980,130.4400024,127.6500015,0,129.3300018,47510000,129.3300018
10/6/1980,132.3800049,129.3500061,0,131.7299957,50130000,131.7299957
10/7/1980,132.8800049,130.1000061,0,131,50310000,131
10/8/1980,132.7799988,130.2799988,0,131.6499939,46580000,131.6499939
10/9/1980,132.6499939,130.25,0,131.0399933,43980000,131.0399933
10/10/1980,132.1499939,129.5800018,0,130.2899933,44040000,130.2899933
10/13/1980,132.4600067,129.3699951,0,132.0299988,31360000,132.0299988
10/14/1980,133.5700073,131.1600037,0,132.0200043,48830000,132.0200043
10/15/1980,134.3500061,131.5899963,0,133.6999969,48260000,133.6999969
10/16/1980,135.8800049,131.6399994,0,132.2200012,65450000,132.2200012
10/17/1980,133.0700073,130.2200012,0,131.5200043,43920000,131.5200043
10/20/1980,133.2100067,130.0399933,0,132.6100006,40910000,132.6100006
10/21/1980,134.0099945,130.7799988,0,131.8399963,51220000,131.8399963
10/22/1980,132.9700012,130.6199951,0,131.9199982,43060000,131.9199982
10/23/1980,132.5399933,128.8699951,0,129.5299988,49200000,129.5299988
10/24/1980,130.5500031,128.0399933,0,129.8500061,41050000,129.8500061
10/27/1980,129.9400024,127.3399963,0,127.8799973,34430000,127.8799973
10/28/1980,128.8600006,126.3600006,0,128.0500031,40300000,128.0500031
10/29/1980,129.9100037,127.0699997,0,127.9100037,37200000,127.9100037
10/30/1980,128.7100067,125.7799988,0,126.2900009,39060000,126.2900009
10/31/1980,128.2400055,125.2900009,0,127.4700012,40110000,127.4700012
11/3/1980,129.8500061,127.2300034,0,129.0399933,35820000,129.0399933
11/5/1980,135.6499939,130.7700043,0,131.3300018,84080000,131.3300018
11/6/1980,131.3000031,128.2299957,0,128.9100037,48890000,128.9100037
11/7/1980,130.0800018,127.7399979,0,129.1799927,40070000,129.1799927
11/10/1980,130.5099945,128.1900024,0,129.4799957,35720000,129.4799957
11/11/1980,132.3000031,129.4799957,0,131.2599945,41520000,131.2599945
11/12/1980,135.1199951,131.3300018,0,134.5899963,58500000,134.5899963
11/13/1980,137.2100067,134.1199951,0,136.4900055,69340000,136.4900055
11/14/1980,138.9600067,135.1199951,0,137.1499939,71630000,137.1499939
11/17/1980,138.4600067,134.8999939,0,137.75,50260000,137.75
11/18/1980,140.9199982,137.9100037,0,139.6999969,70380000,139.6999969
11/19/1980,141.7599945,138.0599976,0,139.0599976,69230000,139.0599976
11/20/1980,141.2400055,137.7899933,0,140.3999939,60180000,140.3999939
11/21/1980,141.2400055,138.1000061,0,139.1100006,55950000,139.1100006
11/24/1980,139.3600006,136.3600006,0,138.3099976,51120000,138.3099976
11/25/1980,140.8300018,137.4199982,0,139.3300018,55840000,139.3300018
11/26/1980,141.9600067,138.6000061,0,140.1699982,55340000,140.1699982
11/28/1980,141.5399933,139,0,140.5200043,34240000,140.5200043
12/1/1980,140.6600037,136.75,0,137.2100067,48180000,137.2100067
12/2/1980,138.1100006,134.3699951,0,136.9700012,52340000,136.9700012
12/3/1980,138.0899963,135.4299927,0,136.7100067,43430000,136.7100067
12/4/1980,138.3999939,135.0899963,0,136.4799957,51170000,136.4799957
12/5/1980,136.3699951,132.9100037,0,134.0299988,51990000,134.0299988
12/8/1980,133.1900024,129.7100067,0,130.6100006,53390000,130.6100006
12/9/1980,131.9199982,128.7700043,0,130.4799957,53220000,130.4799957
12/10/1980,131.9900055,127.9400024,0,128.2599945,49860000,128.2599945
12/11/1980,128.7299957,125.3199997,0,127.3600006,60220000,127.3600006
12/12/1980,129.9799957,127.1500015,0,129.2299957,39530000,129.2299957
12/15/1980,131.3300018,128.6399994,0,129.4499969,39700000,129.4499969
12/16/1980,131.2200012,128.3300018,0,130.6000061,41630000,130.6000061
12/17/1980,133.5899963,130.2200012,0,132.8899994,50800000,132.8899994
12/18/1980,135.8999939,131.8899994,0,133,69570000,133
12/19/1980,134,131.8000031,0,133.6999969,50770000,133.6999969
12/22/1980,136.6799927,132.8800049,0,135.7799988,51950000,135.7799988
12/23/1980,137.4799957,134.0099945,0,135.3000031,55260000,135.3000031
12/24/1980,136.5500031,134.1499939,0,135.8800049,29490000,135.8800049
12/26/1980,137.0200043,135.1999969,0,136.5700073,16130000,136.5700073
12/29/1980,137.5099945,134.3600006,0,135.0299988,36060000,135.0299988
12/30/1980,136.5099945,134.0399933,0,135.3300018,39750000,135.3300018
12/31/1980,136.7599945,134.2899933,0,135.7599945,41210000,135.7599945
1/2/1981,137.1000061,134.6100006,0,136.3399963,28870000,136.3399963
1/5/1981,139.2400055,135.8600006,0,137.9700012,58710000,137.9700012
1/6/1981,140.3200073,135.7799988,0,138.1199951,67400000,138.1199951
1/7/1981,136.0200043,132.3000031,0,135.0800018,92890000,135.0800018
1/8/1981,136.1000061,131.9600067,0,133.0599976,55350000,133.0599976
1/9/1981,134.7599945,131.7100067,0,133.4799957,50190000,133.4799957
1/12/1981,135.8800049,132.7899933,0,133.5200043,48760000,133.5200043
1/13/1981,134.2700043,131.6900024,0,133.2899933,40890000,133.2899933
1/14/1981,135.25,132.6499939,0,133.4700012,41390000,133.4700012
1/15/1981,135.1499939,132.4400024,0,134.2200012,39640000,134.2200012
1/16/1981,135.9100037,133.3500061,0,134.7700043,43260000,134.7700043
1/19/1981,135.8600006,133.5099945,0,134.3699951,36470000,134.3699951
1/20/1981,135.3000031,131.2599945,0,131.6499939,41750000,131.6499939
1/21/1981,132.4799957,129.9299927,0,131.3600006,39190000,131.3600006
1/22/1981,132.0800018,129.2299957,0,130.2599945,39880000,130.2599945
1/23/1981,131.3399963,129,0,130.2299957,37220000,130.2299957
1/26/1981,131.1799927,128.5700073,0,129.8399963,35380000,129.8399963
1/27/1981,131.9499969,129.3200073,0,131.1199951,42260000,131.1199951
1/28/1981,132.4100037,129.8200073,0,130.3399963,36690000,130.3399963
1/29/1981,131.7799988,128.9700012,0,130.2400055,38170000,130.2400055
1/30/1981,131.6499939,128.6100006,0,129.5500031,41160000,129.5500031
2/2/1981,129.4799957,125.8199997,0,126.9100037,44070000,126.9100037
2/3/1981,128.9199982,125.8899994,0,128.4600067,45950000,128.4600067
2/4/1981,129.7100067,127.2900009,0,128.5899963,45520000,128.5899963
2/5/1981,130.4900055,127.9899979,0,129.6300049,45320000,129.6300049
2/6/1981,131.8099976,129.0299988,0,130.6000061,45820000,130.6000061
2/9/1981,131.3899994,128.6100006,0,129.2700043,38330000,129.2700043
2/10/1981,130.1900024,128.0500031,0,129.2400055,40820000,129.2400055
2/11/1981,129.9199982,127.5999985,0,128.2400055,37770000,128.2400055
2/12/1981,128.9499969,126.7799988,0,127.4800034,34700000,127.4800034
2/13/1981,128.3399963,126.0400009,0,126.9800034,33360000,126.9800034
2/17/1981,128.75,126.4300003,0,127.8099976,37940000,127.8099976
2/18/1981,129.25,127.0899963,0,128.4799957,40410000,128.4799957
2/19/1981,129.0700073,125.9800034,0,126.6100006,41630000,126.6100006
2/20/1981,127.6500015,124.6600037,0,126.5800018,41900000,126.5800018
2/23/1981,128.2799988,125.6900024,0,127.3499985,39590000,127.3499985
2/24/1981,128.7599945,126.4899979,0,127.3899994,43960000,127.3899994
2/25/1981,129.2100067,125.7699966,0,128.5200043,45710000,128.5200043
2/26/1981,130.9299927,128.0200043,0,130.1000061,60300000,130.1000061
2/27/1981,132.0200043,129.3500061,0,131.2700043,53210000,131.2700043
3/2/1981,132.9600067,130.1499939,0,132.0099945,47710000,132.0099945
3/3/1981,132.7200012,129.6600037,0,130.5599976,48730000,130.5599976
3/4/1981,132.0700073,129.5700073,0,130.8600006,47260000,130.8600006
3/5/1981,131.8200073,129.25,0,129.9299927,45380000,129.9299927
3/6/1981,131.1799927,128.5599976,0,129.8500061,43940000,129.8500061
3/9/1981,131.9400024,129.3899994,0,131.1199951,46180000,131.1199951
3/10/1981,132.6399994,129.7200012,0,130.4600067,56610000,130.4600067
3/11/1981,131.1999969,128.7200012,0,129.9499969,47390000,129.9499969
3/12/1981,133.5599976,129.7599945,0,133.1900024,54640000,133.1900024
3/13/1981,135.5299988,132.3899994,0,133.1100006,68290000,133.1100006
3/16/1981,135.3500061,132.1000061,0,134.6799927,49940000,134.6799927
3/17/1981,136.0899963,132.8000031,0,133.9199982,65920000,133.9199982
3/18/1981,135.6600037,132.8000031,0,134.2200012,55740000,134.2200012
3/19/1981,135.3699951,132.3699951,0,133.4600067,62440000,133.4600067
3/20/1981,135.2899933,132.5,0,134.0800018,61980000,134.0800018
3/23/1981,136.5,133.4100037,0,135.6900024,57880000,135.6900024
3/24/1981,137.3999939,134.1000061,0,134.6699982,66400000,134.6699982
3/25/1981,137.3200073,133.9199982,0,137.1100006,56320000,137.1100006
3/26/1981,138.3800049,135.2899933,0,136.2700043,60370000,136.2700043
3/27/1981,136.8899994,133.9100037,0,134.6499939,46930000,134.6499939
3/30/1981,135.8699951,133.5099945,0,134.2799988,33500000,134.2799988
3/31/1981,137.1499939,134.6799927,0,136,50980000,136
4/1/1981,137.5599976,135.0399933,0,136.5700073,54880000,136.5700073
4/2/1981,137.7200012,135.1600037,0,136.3200073,52570000,136.3200073
4/3/1981,137.0399933,134.6699982,0,135.4900055,48680000,135.4900055
4/6/1981,135.6100006,132.9100037,0,133.9299927,43190000,133.9299927
4/7/1981,135.2700043,132.9600067,0,133.9100037,44540000,133.9100037
4/8/1981,135.3399963,133.2599945,0,134.3099976,48000000,134.3099976
4/9/1981,135.8000031,132.5899963,0,134.6699982,59520000,134.6699982
4/10/1981,136.2299957,133.1799927,0,134.5099945,58130000,134.5099945
4/13/1981,134.9100037,132.2400055,0,133.1499939,49860000,133.1499939
4/14/1981,134.0299988,131.5800018,0,132.6799927,48350000,132.6799927
4/15/1981,134.7899933,132.1999969,0,134.1699982,56040000,134.1699982
4/16/1981,135.8200073,133.4299927,0,134.6999969,52950000,134.6999969
4/20/1981,136.25,133.1900024,0,135.4499969,51020000,135.4499969
4/21/1981,136.3800049,133.4900055,0,134.2299957,60280000,134.2299957
4/22/1981,135.5399933,132.7200012,0,134.1399994,60660000,134.1399994
4/23/1981,135.8999939,132.8999939,0,133.9400024,64200000,133.9400024
4/24/1981,136,132.8800049,0,135.1399994,60000000,135.1399994
4/27/1981,136.5599976,134.1300049,0,135.4799957,51080000,135.4799957
4/28/1981,136.0899963,133.1000061,0,134.3300018,58210000,134.3300018
4/29/1981,134.6900024,131.8200073,0,133.0500031,53340000,133.0500031
4/30/1981,134.4400024,131.8500061,0,132.8099976,47970000,132.8099976
5/1/1981,134.1699982,131.4299927,0,132.7200012,48360000,132.7200012
5/4/1981,131.7799988,129.6100006,0,130.6699982,40430000,130.6699982
5/5/1981,131.3300018,128.9299927,0,130.3200073,49000000,130.3200073
5/6/1981,132.3800049,130.0899963,0,130.7799988,47100000,130.7799988
5/7/1981,132.4100037,130.2100067,0,131.6699982,42590000,131.6699982
5/8/1981,132.6900024,130.8399963,0,131.6600037,41860000,131.6600037
5/11/1981,132.2299957,129.1100006,0,129.7100067,37640000,129.7100067
5/12/1981,131.1699982,128.7799988,0,130.7200012,40440000,130.7200012
5/13/1981,131.9600067,129.5299988,0,130.5500031,42600000,130.5500031
5/14/1981,132.1499939,129.9100037,0,131.2799988,42750000,131.2799988
5/15/1981,133.2100067,130.75,0,132.1699982,45460000,132.1699982
5/18/1981,133.6499939,131.4900055,0,132.5399933,42510000,132.5399933
5/19/1981,133.2200012,130.7799988,0,132.0899963,42220000,132.0899963
5/20/1981,133.0299988,130.5899963,0,132,42370000,132
5/21/1981,133.0299988,130.6999969,0,131.75,46820000,131.75
5/22/1981,132.6499939,130.4199982,0,131.3300018,40710000,131.3300018
5/26/1981,133.3000031,130.6399994,0,132.7700043,42760000,132.7700043
5/27/1981,134.6499939,131.8500061,0,133.7700043,58730000,133.7700043
5/28/1981,134.9199982,132,0,133.4499969,59500000,133.4499969
5/29/1981,134.3600006,131.5200043,0,132.5899963,51580000,132.5899963
6/1/1981,134.6199951,131.4900055,0,132.4100037,62170000,132.4100037
6/2/1981,132.9600067,129.8399963,0,130.6199951,53930000,130.6199951
6/3/1981,131.3699951,128.7700043,0,130.7100067,54700000,130.7100067
6/4/1981,132.2100067,129.7200012,0,130.9600067,48940000,130.9600067
6/5/1981,132.9799957,130.1699982,0,132.2200012,47180000,132.2200012
6/8/1981,133.6799927,131.2899933,0,132.2400055,41580000,132.2400055
6/9/1981,133.3000031,130.9400024,0,131.9700012,44600000,131.9700012
6/10/1981,133.4900055,131.0399933,0,132.3200073,53200000,132.3200073
6/11/1981,134.3099976,131.5800018,0,133.75,59530000,133.75
6/12/1981,135.0899963,132.3999939,0,133.4900055,60790000,133.4900055
6/15/1981,135.6699982,132.7799988,0,133.6100006,63350000,133.6100006
6/16/1981,134,131.2899933,0,132.1499939,57780000,132.1499939
6/17/1981,133.9799957,130.8099976,0,133.3200073,55470000,133.3200073
6/18/1981,133.9799957,130.9400024,0,131.6399994,48400000,131.6399994
6/19/1981,133.2700043,130.4900055,0,132.2700043,46430000,132.2700043
6/22/1981,133.5399933,131.1000061,0,131.9499969,41790000,131.9499969
6/23/1981,133.9799957,131.1600037,0,133.3500061,51840000,133.3500061
6/24/1981,133.8999939,131.6499939,0,132.6600037,46650000,132.6600037
6/25/1981,134.3000031,131.7799988,0,132.8099976,43920000,132.8099976
6/26/1981,133.75,131.7100067,0,132.5599976,39240000,132.5599976
6/29/1981,133.5,131.1999969,0,131.8899994,37930000,131.8899994
6/30/1981,132.6699982,130.3099976,0,131.2100067,41550000,131.2100067
7/1/1981,131.6900024,129.0399933,0,129.7700043,49080000,129.7700043
7/2/1981,130.4799957,127.8399963,0,128.6399994,45100000,128.6399994
7/6/1981,128.9900055,126.4400024,0,127.3700027,44590000,127.3700027
