Date,Close,Open,High,Low
25/08/2015,1.1517,1.1619,1.1625,1.1399
26/08/2015,1.1315,1.1515,1.1561,1.129
27/08/2015,1.1245,1.1314,1.1366,1.1204
28/08/2015,1.1179,1.1247,1.131,1.1156
31/08/2015,1.1214,1.1176,1.1265,1.1162
1/9/2015,1.1319,1.1211,1.1333,1.1206
2/9/2015,1.1227,1.1311,1.1319,1.1214
3/9/2015,1.1124,1.1227,1.1246,1.1088
4/9/2015,1.1147,1.1124,1.1181,1.1089
7/9/2015,1.1168,1.1157,1.1178,1.112
8/9/2015,1.12,1.117,1.1229,1.1152
9/9/2015,1.1207,1.1202,1.1219,1.1133
10/9/2015,1.128,1.1209,1.1299,1.1174
11/9/2015,1.134,1.1279,1.1349,1.1254
14/09/2015,1.1321,1.1338,1.1375,1.1285
15/09/2015,1.1267,1.1313,1.1328,1.1258
16/09/2015,1.129,1.1267,1.1321,1.1212
17/09/2015,1.1437,1.129,1.1442,1.1284
18/09/2015,1.1305,1.1435,1.146,1.1267
21/09/2015,1.1189,1.1284,1.1332,1.1183
22/09/2015,1.112,1.1188,1.1209,1.1114
23/09/2015,1.1187,1.112,1.1214,1.1105
24/09/2015,1.123,1.1185,1.1296,1.1164
25/09/2015,1.1195,1.1227,1.1231,1.1115
28/09/2015,1.1246,1.1195,1.125,1.1149
29/09/2015,1.1249,1.1247,1.1285,1.1196
30/09/2015,1.1177,1.1246,1.1262,1.1157
1/10/2015,1.1195,1.1176,1.121,1.1134
2/10/2015,1.1211,1.1196,1.1319,1.1151
5/10/2015,1.1185,1.122,1.129,1.117
6/10/2015,1.1271,1.1193,1.1282,1.1174
7/10/2015,1.1235,1.1269,1.1284,1.121
8/10/2015,1.1279,1.1235,1.1325,1.1232
9/10/2015,1.1358,1.1282,1.1391,1.1269
12/10/2015,1.1355,1.1355,1.1397,1.1351
13/10/2015,1.1379,1.1358,1.1413,1.1346
14/10/2015,1.1473,1.1378,1.149,1.1374
15/10/2015,1.1383,1.1474,1.1496,1.1363
16/10/2015,1.1347,1.1383,1.1397,1.1334
19/10/2015,1.1327,1.1352,1.1382,1.1307
20/10/2015,1.1345,1.1326,1.1387,1.1324
21/10/2015,1.1339,1.1347,1.138,1.1335
22/10/2015,1.1107,1.1338,1.1351,1.1098
23/10/2015,1.1018,1.1111,1.1142,1.0997
26/10/2015,1.1056,1.1008,1.1069,1.0987
27/10/2015,1.1048,1.1056,1.1079,1.1029
28/10/2015,1.092,1.105,1.1096,1.0894
29/10/2015,1.0976,1.0924,1.0985,1.0903
30/10/2015,1.1006,1.0976,1.1073,1.0964
2/11/2015,1.1015,1.1015,1.1053,1.1001
3/11/2015,1.0968,1.1014,1.1031,1.0936
4/11/2015,1.0863,1.0962,1.0968,1.0842
5/11/2015,1.0884,1.0865,1.0898,1.0835
6/11/2015,1.0741,1.0886,1.0896,1.0709
9/11/2015,1.0752,1.0738,1.0793,1.0719
10/11/2015,1.0724,1.0751,1.0764,1.0673
11/11/2015,1.0744,1.0724,1.0774,1.0705
12/11/2015,1.0817,1.0743,1.0829,1.069
13/11/2015,1.0779,1.0816,1.0818,1.0715
16/11/2015,1.0686,1.0751,1.0781,1.0675
17/11/2015,1.0644,1.069,1.0696,1.0633
18/11/2015,1.0659,1.064,1.0694,1.0617
19/11/2015,1.0734,1.0657,1.0764,1.0654
20/11/2015,1.0646,1.0736,1.0745,1.0641
23/11/2015,1.0636,1.0647,1.0658,1.0593
24/11/2015,1.0641,1.0634,1.0674,1.062
25/11/2015,1.0627,1.0642,1.069,1.0566
26/11/2015,1.061,1.0627,1.0633,1.06
27/11/2015,1.0593,1.061,1.064,1.057
30/11/2015,1.0564,1.0591,1.0596,1.0558
1/12/2015,1.0631,1.0566,1.0638,1.0562
2/12/2015,1.0615,1.0633,1.0644,1.0553
3/12/2015,1.0941,1.0616,1.0983,1.0541
4/12/2015,1.0886,1.0939,1.0957,1.0837
7/12/2015,1.0835,1.0859,1.0888,1.0795
8/12/2015,1.0894,1.0835,1.0901,1.0827
9/12/2015,1.1025,1.0888,1.1042,1.0877
10/12/2015,1.0941,1.1027,1.1029,1.0924
11/12/2015,1.0989,1.0943,1.1033,1.0926
14/12/2015,1.0992,1.0985,1.105,1.0946
15/12/2015,1.0928,1.0991,1.1059,1.0903
16/12/2015,1.0913,1.0932,1.1008,1.0888
17/12/2015,1.0825,1.0915,1.0915,1.08
18/12/2015,1.0868,1.0828,1.0877,1.0806
21/12/2015,1.0915,1.0863,1.0941,1.0848
22/12/2015,1.0955,1.0913,1.0985,1.0901
23/12/2015,1.0909,1.0955,1.0957,1.0869
24/12/2015,1.0972,1.0913,1.0976,1.0903
25/12/2015,1.0977,1.0973,1.0979,1.0945
28/12/2015,1.0968,1.0965,1.0995,1.0951
29/12/2015,1.0917,1.0968,1.0992,1.0899
30/12/2015,1.0932,1.092,1.0947,1.0903
31/12/2015,1.0861,1.0932,1.0938,1.085
1/1/2016,1.086,1.0862,1.0869,1.0845
4/1/2016,1.0831,1.0858,1.0949,1.0783
5/1/2016,1.0748,1.0831,1.084,1.0711
6/1/2016,1.0781,1.0749,1.0802,1.0721
7/1/2016,1.0936,1.0779,1.0941,1.077
8/1/2016,1.0932,1.0934,1.0936,1.0804
11/1/2016,1.086,1.0923,1.0969,1.0847
12/1/2016,1.0857,1.0859,1.0904,1.0822
13/01/2016,1.0877,1.0858,1.0891,1.0807
14/01/2016,1.0865,1.088,1.0945,1.0835
15/01/2016,1.0917,1.0866,1.0987,1.0855
18/01/2016,1.0892,1.0918,1.0941,1.0869
19/01/2016,1.0909,1.0892,1.0941,1.0861
20/01/2016,1.0891,1.091,1.0977,1.0877
21/01/2016,1.0874,1.0893,1.0922,1.0779
22/01/2016,1.0797,1.0874,1.0879,1.079
25/01/2016,1.0849,1.0799,1.0858,1.0788
26/01/2016,1.0871,1.085,1.0875,1.0819
27/01/2016,1.0893,1.0871,1.0917,1.0851
28/01/2016,1.0939,1.0891,1.0969,1.0869
29/01/2016,1.0837,1.0938,1.0951,1.0812
1/2/2016,1.0888,1.0833,1.0915,1.0814
2/2/2016,1.0919,1.0892,1.0944,1.0886
3/2/2016,1.1104,1.0917,1.1146,1.0903
4/2/2016,1.1208,1.1104,1.124,1.107
5/2/2016,1.1159,1.1209,1.1246,1.111
8/2/2016,1.1198,1.1159,1.1218,1.1087
9/2/2016,1.1293,1.1197,1.1339,1.1163
10/2/2016,1.129,1.1292,1.1311,1.1159
11/2/2016,1.1324,1.1292,1.1378,1.1274
12/2/2016,1.126,1.1328,1.1335,1.1215
15/02/2016,1.1155,1.1251,1.1253,1.1127
16/02/2016,1.1144,1.1155,1.1196,1.1123
17/02/2016,1.1128,1.1143,1.118,1.1104
18/02/2016,1.1107,1.113,1.1153,1.1072
19/02/2016,1.1134,1.1107,1.114,1.1067
22/02/2016,1.1029,1.1128,1.1137,1.1003
23/02/2016,1.102,1.1031,1.1055,1.0991
24/02/2016,1.1013,1.1019,1.1047,1.0957
25/02/2016,1.1023,1.1014,1.1052,1.0987
26/02/2016,1.0934,1.102,1.1071,1.0913
29/02/2016,1.0873,1.0932,1.0964,1.0858
1/3/2016,1.0867,1.0873,1.0896,1.0835
2/3/2016,1.0868,1.0868,1.0881,1.0825
3/3/2016,1.0957,1.0867,1.0974,1.0853
4/3/2016,1.1004,1.0958,1.1045,1.0903
7/3/2016,1.1014,1.1008,1.1027,1.094
8/3/2016,1.1011,1.1014,1.1059,1.0992
9/3/2016,1.0999,1.1012,1.1037,1.0946
10/3/2016,1.1177,1.0998,1.1218,1.0821
11/3/2016,1.1153,1.1177,1.1212,1.1081
14/03/2016,1.1106,1.1151,1.1177,1.1076
15/03/2016,1.1109,1.11,1.1125,1.1071
16/03/2016,1.1225,1.111,1.1245,1.1058
17/03/2016,1.1319,1.1224,1.1344,1.1205
18/03/2016,1.127,1.1319,1.1339,1.1257
21/03/2016,1.1241,1.127,1.1286,1.1235
22/03/2016,1.1217,1.1245,1.1263,1.119
23/03/2016,1.1184,1.1218,1.1224,1.1158
24/03/2016,1.1174,1.1179,1.1188,1.1143
25/03/2016,1.1166,1.1176,1.1189,1.1153
28/03/2016,1.1196,1.1164,1.1221,1.1154
29/03/2016,1.1291,1.1198,1.1305,1.1168
30/03/2016,1.1338,1.129,1.1366,1.1281
31/03/2016,1.138,1.1338,1.1413,1.1309
1/4/2016,1.1387,1.138,1.1439,1.1334
4/4/2016,1.1392,1.1393,1.1414,1.1357
5/4/2016,1.1384,1.1389,1.1406,1.1336
6/4/2016,1.1399,1.1384,1.1434,1.1327
7/4/2016,1.1377,1.1398,1.1455,1.1337
8/4/2016,1.1401,1.1379,1.1421,1.135
11/4/2016,1.1408,1.1407,1.1448,1.1373
12/4/2016,1.1386,1.1408,1.1466,1.1347
13/04/2016,1.1274,1.1385,1.1393,1.1266
14/04/2016,1.1268,1.1274,1.1296,1.1234
15/04/2016,1.1283,1.1271,1.132,1.1246
18/04/2016,1.1314,1.1297,1.1334,1.1274
19/04/2016,1.1358,1.1314,1.1387,1.1302
20/04/2016,1.1297,1.1356,1.1388,1.1288
21/04/2016,1.1288,1.1297,1.1396,1.1272
22/04/2016,1.1233,1.129,1.1311,1.122
25/04/2016,1.1266,1.1231,1.128,1.1216
26/04/2016,1.1298,1.1265,1.1338,1.1254
27/04/2016,1.1321,1.1298,1.1364,1.1274
28/04/2016,1.1353,1.132,1.137,1.1296
29/04/2016,1.1456,1.1354,1.1461,1.1335
2/5/2016,1.1532,1.1447,1.1539,1.1446
3/5/2016,1.1497,1.1533,1.1616,1.1495
4/5/2016,1.1487,1.1496,1.153,1.1467
5/5/2016,1.1405,1.1486,1.1496,1.1385
6/5/2016,1.1405,1.1408,1.1479,1.1387
9/5/2016,1.1383,1.1401,1.1422,1.1375
10/5/2016,1.1372,1.1385,1.1413,1.1361
11/5/2016,1.1427,1.1373,1.1448,1.1368
12/5/2016,1.1377,1.1426,1.1434,1.1368
13/05/2016,1.1308,1.1378,1.1383,1.1284
16/05/2016,1.132,1.1311,1.1346,1.1302
17/05/2016,1.1314,1.1321,1.135,1.1303
18/05/2016,1.1217,1.1313,1.1327,1.1212
19/05/2016,1.1203,1.1216,1.123,1.1179
20/05/2016,1.1224,1.1204,1.1239,1.1194
23/05/2016,1.1219,1.1218,1.1246,1.1187
24/05/2016,1.1141,1.1219,1.1228,1.113
25/05/2016,1.1155,1.1141,1.1169,1.1128
26/05/2016,1.1194,1.1154,1.1218,1.1144
27/05/2016,1.1115,1.1193,1.1201,1.1107
30/05/2016,1.1147,1.1117,1.1149,1.1098
31/05/2016,1.1132,1.1138,1.1176,1.1123
1/6/2016,1.1188,1.1133,1.1198,1.1114
2/6/2016,1.1151,1.1189,1.1221,1.1142
3/6/2016,1.1367,1.1152,1.1377,1.1136
6/6/2016,1.1355,1.1353,1.1395,1.1328
7/6/2016,1.1358,1.1355,1.1382,1.1338
8/6/2016,1.1394,1.1358,1.1412,1.1349
9/6/2016,1.1316,1.1399,1.1417,1.1305
10/6/2016,1.1251,1.1317,1.1329,1.1245
13/06/2016,1.1292,1.1253,1.1304,1.1233
14/06/2016,1.1208,1.1293,1.1304,1.1188
15/06/2016,1.1259,1.1205,1.1299,1.119
16/06/2016,1.1226,1.126,1.1298,1.1132
17/06/2016,1.1277,1.1226,1.1299,1.1221
20/06/2016,1.1314,1.1285,1.1386,1.1284
21/06/2016,1.1242,1.1312,1.1351,1.1241
22/06/2016,1.1297,1.1242,1.1339,1.1236
23/06/2016,1.1389,1.1298,1.1424,1.1296
24/06/2016,1.1117,1.1392,1.1434,1.0911
27/06/2016,1.1026,1.1072,1.1087,1.0972
28/06/2016,1.1067,1.1025,1.1111,1.1008
29/06/2016,1.1125,1.1065,1.1131,1.1048
30/06/2016,1.1105,1.1124,1.1157,1.1023
1/7/2016,1.1136,1.1104,1.1169,1.107
4/7/2016,1.1156,1.1142,1.1166,1.1097
5/7/2016,1.1076,1.1154,1.1184,1.1059
6/7/2016,1.1099,1.1075,1.1111,1.1029
7/7/2016,1.1063,1.1101,1.1113,1.1053
8/7/2016,1.1054,1.1063,1.1115,1.1002
11/7/2016,1.1058,1.1052,1.1076,1.1016
12/7/2016,1.1059,1.1058,1.1128,1.1051
13/07/2016,1.109,1.1061,1.1121,1.1043
14/07/2016,1.112,1.1089,1.1166,1.1085
15/07/2016,1.1036,1.1118,1.115,1.1023
18/07/2016,1.1074,1.1043,1.1086,1.1038
19/07/2016,1.1022,1.1073,1.1086,1.0999
20/07/2016,1.1015,1.102,1.1032,1.0981
21/07/2016,1.1025,1.1013,1.106,1.0981
22/07/2016,1.0976,1.103,1.1043,1.0954
25/07/2016,1.0994,1.0972,1.1002,1.0954
26/07/2016,1.0987,1.0997,1.1031,1.0978
27/07/2016,1.1058,1.0986,1.1068,1.0963
28/07/2016,1.1075,1.1058,1.1119,1.1048
29/07/2016,1.1174,1.1079,1.12,1.1071
1/8/2016,1.1162,1.1177,1.1187,1.1157
2/8/2016,1.1227,1.1162,1.1235,1.1155
3/8/2016,1.1149,1.1224,1.1233,1.1139
4/8/2016,1.113,1.1149,1.1158,1.1114
5/8/2016,1.1086,1.1128,1.1162,1.1044
8/8/2016,1.1092,1.1088,1.1107,1.1073
9/8/2016,1.1119,1.109,1.1125,1.107
10/8/2016,1.1176,1.1117,1.1193,1.1103
11/8/2016,1.1137,1.1175,1.1194,1.1133
12/8/2016,1.1161,1.1139,1.1224,1.113
15/08/2016,1.1184,1.1162,1.1203,1.1153
16/08/2016,1.1278,1.1182,1.1324,1.1175
17/08/2016,1.1288,1.1279,1.1317,1.1241
18/08/2016,1.1354,1.1293,1.1367,1.1283
19/08/2016,1.1326,1.1351,1.1363,1.1303
22/08/2016,1.1319,1.1306,1.1334,1.1273
23/08/2016,1.1306,1.1321,1.1357,1.1302
24/08/2016,1.1263,1.1305,1.1315,1.1244
25/08/2016,1.1283,1.1266,1.1301,1.1258
26/08/2016,1.1198,1.1284,1.1343,1.118
29/08/2016,1.1189,1.1192,1.1208,1.1157
30/08/2016,1.1143,1.1189,1.1198,1.113
31/08/2016,1.1158,1.1143,1.1167,1.1123
1/9/2016,1.1198,1.1157,1.1207,1.1128
2/9/2016,1.1156,1.1197,1.1254,1.1151
5/9/2016,1.1147,1.1153,1.1185,1.114
6/9/2016,1.1256,1.1147,1.1267,1.114
7/9/2016,1.1239,1.1255,1.1271,1.1228
8/9/2016,1.1261,1.124,1.1329,1.1234
9/9/2016,1.1233,1.1262,1.1288,1.12
12/9/2016,1.1234,1.1232,1.1269,1.1211
13/09/2016,1.122,1.1236,1.1262,1.1203
14/09/2016,1.125,1.1216,1.1274,1.1208
15/09/2016,1.1244,1.1249,1.1286,1.122
16/09/2016,1.1155,1.1244,1.1256,1.1147
19/09/2016,1.1174,1.1161,1.1198,1.1147
20/09/2016,1.1155,1.1178,1.1216,1.1147
21/09/2016,1.1189,1.1152,1.12,1.1123
22/09/2016,1.1208,1.1193,1.1258,1.1181
23/09/2016,1.1226,1.1209,1.1244,1.1195
26/09/2016,1.1254,1.1221,1.1279,1.122
27/09/2016,1.1215,1.1253,1.1262,1.119
28/09/2016,1.1216,1.1214,1.1238,1.1181
29/09/2016,1.1223,1.1217,1.1251,1.1197
30/09/2016,1.1241,1.1225,1.1253,1.1153
3/10/2016,1.1211,1.1235,1.1245,1.1205
4/10/2016,1.1204,1.121,1.124,1.1138
5/10/2016,1.1206,1.1206,1.1237,1.1191
6/10/2016,1.1151,1.1205,1.1214,1.1139
7/10/2016,1.1201,1.1151,1.1207,1.1103
10/10/2016,1.1138,1.1196,1.1202,1.1128
11/10/2016,1.1054,1.1136,1.1144,1.1047
12/10/2016,1.1008,1.1053,1.1072,1.1003
13/10/2016,1.1056,1.1004,1.1058,1.0983
14/10/2016,1.0971,1.1056,1.1062,1.0968
17/10/2016,1.0999,1.0975,1.1011,1.0965
18/10/2016,1.0981,1.1,1.1029,1.097
19/10/2016,1.0974,1.0981,1.1006,1.0955
20/10/2016,1.093,1.0974,1.1041,1.0916
21/10/2016,1.0884,1.0929,1.0933,1.0859
24/10/2016,1.0883,1.0879,1.0903,1.0861
25/10/2016,1.0888,1.0882,1.0906,1.085
26/10/2016,1.0909,1.0889,1.0947,1.0872
27/10/2016,1.0897,1.0909,1.0945,1.0884
28/10/2016,1.0987,1.0899,1.0995,1.0893
31/10/2016,1.0981,1.0986,1.0994,1.0936
1/11/2016,1.1056,1.0981,1.1071,1.0958
2/11/2016,1.1097,1.1056,1.1126,1.1051
3/11/2016,1.1105,1.1098,1.1128,1.1059
4/11/2016,1.1138,1.1105,1.1146,1.108
7/11/2016,1.104,1.1137,1.1139,1.1029
8/11/2016,1.1026,1.1042,1.107,1.1008
9/11/2016,1.0909,1.1023,1.13,1.0903
10/11/2016,1.0893,1.0911,1.0958,1.0866
11/11/2016,1.0856,1.0897,1.0929,1.0833
14/11/2016,1.0737,1.085,1.0852,1.0709
15/11/2016,1.0722,1.0736,1.0817,1.0711
16/11/2016,1.069,1.0724,1.0764,1.0667
17/11/2016,1.0626,1.069,1.0746,1.0617
18/11/2016,1.0588,1.0625,1.0645,1.057
21/11/2016,1.0629,1.0583,1.0652,1.0579
22/11/2016,1.0626,1.0627,1.066,1.0583
23/11/2016,1.056,1.0629,1.0646,1.0526
24/11/2016,1.0554,1.0554,1.0587,1.0517
25/11/2016,1.0587,1.0551,1.0631,1.0538
28/11/2016,1.0615,1.0595,1.0686,1.0563
29/11/2016,1.065,1.0615,1.0657,1.0565
30/11/2016,1.0588,1.0649,1.0669,1.0554
1/12/2016,1.0662,1.059,1.067,1.0584
2/12/2016,1.0673,1.0663,1.0692,1.0625
5/12/2016,1.0764,1.0674,1.0798,1.0505
6/12/2016,1.0719,1.0764,1.0787,1.0698
7/12/2016,1.0753,1.0721,1.077,1.0709
8/12/2016,1.0615,1.0753,1.0873,1.0596
9/12/2016,1.0562,1.0618,1.0632,1.0531
12/12/2016,1.0635,1.0551,1.0652,1.0524
13/12/2016,1.0627,1.0635,1.0668,1.0603
14/12/2016,1.0537,1.0627,1.0671,1.0495
15/12/2016,1.0414,1.0536,1.0544,1.0366
16/12/2016,1.0451,1.0419,1.0477,1.0402
19/12/2016,1.0402,1.0442,1.048,1.0391
20/12/2016,1.0387,1.0405,1.0419,1.0352
21/12/2016,1.0425,1.0389,1.0452,1.0381
22/12/2016,1.0437,1.0423,1.0501,1.0421
23/12/2016,1.0457,1.0438,1.0469,1.0427
26/12/2016,1.0456,1.0454,1.0473,1.0439
27/12/2016,1.0457,1.0453,1.0465,1.0431
28/12/2016,1.0412,1.0459,1.0484,1.0373
29/12/2016,1.0492,1.0417,1.0494,1.0406
30/12/2016,1.0516,1.0492,1.0654,1.0482
2/1/2017,1.0459,1.0532,1.0534,1.0448
3/1/2017,1.0406,1.0455,1.0492,1.0341
4/1/2017,1.0488,1.0405,1.0501,1.0389
5/1/2017,1.0607,1.0493,1.0619,1.0482
6/1/2017,1.0533,1.0606,1.0624,1.0523
9/1/2017,1.0574,1.0539,1.0584,1.051
10/1/2017,1.0554,1.0573,1.0628,1.0551
11/1/2017,1.0582,1.0556,1.0624,1.0454
12/1/2017,1.0613,1.0583,1.0687,1.0573
13/01/2017,1.0644,1.0612,1.0674,1.0598
16/01/2017,1.0603,1.0618,1.0638,1.058
17/01/2017,1.0713,1.06,1.072,1.0595
18/01/2017,1.0631,1.0713,1.0715,1.0625
19/01/2017,1.0664,1.0629,1.0677,1.0588
20/01/2017,1.0703,1.0667,1.0713,1.0627
23/01/2017,1.0765,1.0687,1.0773,1.0686
24/01/2017,1.0731,1.0763,1.0775,1.0718
25/01/2017,1.0748,1.0734,1.0773,1.0713
26/01/2017,1.0682,1.0746,1.0767,1.0657
27/01/2017,1.0699,1.0685,1.0729,1.0661
30/01/2017,1.0695,1.0692,1.0743,1.062
31/01/2017,1.0798,1.0695,1.0814,1.0684
1/2/2017,1.0769,1.0798,1.081,1.0731
2/2/2017,1.0758,1.0766,1.0829,1.0753
3/2/2017,1.0784,1.0759,1.08,1.0714
6/2/2017,1.075,1.0781,1.0801,1.0703
7/2/2017,1.0681,1.075,1.0751,1.0654
8/2/2017,1.0699,1.0682,1.0715,1.064
9/2/2017,1.0656,1.0699,1.0711,1.065
10/2/2017,1.0641,1.0658,1.067,1.0609
13/02/2017,1.0598,1.0633,1.0659,1.0591
14/02/2017,1.0577,1.0596,1.0633,1.056
15/02/2017,1.0601,1.0577,1.0611,1.0523
16/02/2017,1.0674,1.06,1.0682,1.0588
17/02/2017,1.0614,1.0675,1.0679,1.0605
20/02/2017,1.0614,1.0618,1.0637,1.0606
21/02/2017,1.0537,1.0611,1.0618,1.0526
22/02/2017,1.0556,1.0534,1.0574,1.0493
23/02/2017,1.0581,1.0558,1.0598,1.0539
24/02/2017,1.0563,1.0583,1.062,1.0557
27/02/2017,1.0587,1.0562,1.0633,1.0551
28/02/2017,1.0577,1.0587,1.0632,1.057
1/3/2017,1.0547,1.0574,1.0589,1.0514
2/3/2017,1.0507,1.0547,1.0551,1.0492
3/3/2017,1.0623,1.0508,1.0626,1.0502
6/3/2017,1.0581,1.0617,1.0644,1.0575
7/3/2017,1.0566,1.0583,1.0603,1.0557
8/3/2017,1.0541,1.0566,1.0576,1.0535
9/3/2017,1.0577,1.0541,1.0617,1.0525
10/3/2017,1.0672,1.0577,1.0702,1.0572
13/03/2017,1.0654,1.0671,1.0715,1.065
14/03/2017,1.0604,1.0655,1.0664,1.0599
15/03/2017,1.0735,1.0605,1.0743,1.0604
16/03/2017,1.0766,1.0734,1.0772,1.0706
17/03/2017,1.0738,1.0765,1.0784,1.0728
20/03/2017,1.0739,1.074,1.0779,1.0725
21/03/2017,1.0811,1.074,1.0822,1.072
22/03/2017,1.0797,1.081,1.0827,1.0776
23/03/2017,1.0783,1.0797,1.0807,1.0769
24/03/2017,1.0799,1.0784,1.082,1.0761
27/03/2017,1.0865,1.0797,1.0905,1.0795
28/03/2017,1.0813,1.0864,1.0873,1.0797
29/03/2017,1.0767,1.0811,1.0827,1.0739
30/03/2017,1.0675,1.0766,1.0772,1.0671
31/03/2017,1.0652,1.0675,1.0705,1.0652
3/4/2017,1.0671,1.0661,1.0684,1.0644
4/4/2017,1.0673,1.0669,1.0678,1.0635
5/4/2017,1.0663,1.0672,1.069,1.0633
6/4/2017,1.0644,1.0663,1.0686,1.0629
7/4/2017,1.059,1.0644,1.0668,1.058
10/4/2017,1.0596,1.0593,1.0609,1.0571
11/4/2017,1.0602,1.0595,1.0631,1.0577
12/4/2017,1.0666,1.0606,1.0677,1.0589
13/04/2017,1.0614,1.0664,1.0679,1.0609
14/04/2017,1.0612,1.0615,1.0633,1.0606
17/04/2017,1.0644,1.0615,1.0673,1.0604
18/04/2017,1.0734,1.0644,1.0737,1.0636
19/04/2017,1.0711,1.073,1.0738,1.07
20/04/2017,1.0717,1.0711,1.078,1.0709
21/04/2017,1.0728,1.0719,1.0739,1.0682
24/04/2017,1.0867,1.089,1.0936,1.0819
25/04/2017,1.0926,1.0868,1.0951,1.0851
26/04/2017,1.0903,1.0924,1.0951,1.0856
27/04/2017,1.0873,1.0903,1.0933,1.0851
28/04/2017,1.0897,1.0877,1.0949,1.0857
1/5/2017,1.0899,1.0906,1.0924,1.0883
2/5/2017,1.093,1.0901,1.0936,1.0889
3/5/2017,1.0885,1.093,1.0939,1.0883
4/5/2017,1.0985,1.0884,1.0987,1.0873
5/5/2017,1.0998,1.0991,1.1003,1.0951
8/5/2017,1.0924,1.0998,1.1024,1.0917
9/5/2017,1.0873,1.0924,1.0934,1.0863
10/5/2017,1.0868,1.0874,1.09,1.0853
11/5/2017,1.0861,1.0869,1.0894,1.0838
12/5/2017,1.0931,1.0863,1.0937,1.0857
15/05/2017,1.0975,1.0926,1.0991,1.0922
16/05/2017,1.1082,1.0976,1.1098,1.0972
17/05/2017,1.1159,1.1083,1.1163,1.1079
18/05/2017,1.1103,1.116,1.1173,1.1075
19/05/2017,1.1207,1.1103,1.1214,1.1097
22/05/2017,1.1238,1.1202,1.1265,1.1162
23/05/2017,1.1183,1.1237,1.1269,1.1174
24/05/2017,1.1219,1.1184,1.1222,1.1169
25/05/2017,1.121,1.1218,1.1252,1.1193
26/05/2017,1.1183,1.1211,1.1235,1.1159
29/05/2017,1.1166,1.1178,1.1191,1.116
30/05/2017,1.1185,1.1166,1.1208,1.1111
31/05/2017,1.1244,1.1187,1.1254,1.1166
1/6/2017,1.1213,1.1242,1.1258,1.1203
2/6/2017,1.1282,1.1213,1.1287,1.1205
5/6/2017,1.1254,1.1279,1.1286,1.1235
6/6/2017,1.1277,1.1254,1.1286,1.124
7/6/2017,1.1257,1.1277,1.1284,1.1205
8/6/2017,1.1214,1.1257,1.127,1.1195
9/6/2017,1.1195,1.1216,1.124,1.1168
12/6/2017,1.1203,1.1196,1.1235,1.1193
13/06/2017,1.1216,1.1204,1.1225,1.1185
14/06/2017,1.1218,1.121,1.1296,1.1191
15/06/2017,1.1145,1.1219,1.1231,1.1132
16/06/2017,1.1197,1.1143,1.1202,1.1138
19/06/2017,1.1149,1.1199,1.1214,1.1141
20/06/2017,1.1134,1.1147,1.1166,1.1117
21/06/2017,1.1168,1.1133,1.1171,1.1128
22/06/2017,1.1153,1.1168,1.1179,1.114
23/06/2017,1.1194,1.1152,1.1211,1.1145
26/06/2017,1.1182,1.1202,1.1222,1.1173
27/06/2017,1.1339,1.1183,1.1351,1.1178
28/06/2017,1.1378,1.1339,1.1392,1.1292
29/06/2017,1.1441,1.1376,1.1446,1.1373
30/06/2017,1.1426,1.1442,1.1448,1.1393
3/7/2017,1.1364,1.1422,1.1431,1.1357
4/7/2017,1.1345,1.1366,1.138,1.1338
5/7/2017,1.1353,1.1345,1.1369,1.1312
6/7/2017,1.1423,1.1351,1.1425,1.1329
7/7/2017,1.1401,1.1423,1.144,1.1379
10/7/2017,1.14,1.1391,1.1418,1.1381
11/7/2017,1.1467,1.1399,1.1481,1.1383
12/7/2017,1.1412,1.1467,1.1491,1.1392
13/07/2017,1.1399,1.1413,1.1459,1.1373
14/07/2017,1.1469,1.14,1.1473,1.1392
17/07/2017,1.1479,1.1463,1.1488,1.1433
18/07/2017,1.1555,1.1479,1.1585,1.1473
19/07/2017,1.1515,1.1553,1.1559,1.1509
20/07/2017,1.1631,1.1513,1.1657,1.1479
21/07/2017,1.1663,1.1634,1.1684,1.162
24/07/2017,1.1642,1.1662,1.1688,1.1628
25/07/2017,1.1652,1.1639,1.1713,1.1631
26/07/2017,1.1734,1.1648,1.1741,1.1613
27/07/2017,1.1677,1.1734,1.1777,1.1649
28/07/2017,1.1752,1.1677,1.1765,1.1671
31/07/2017,1.1842,1.1737,1.1847,1.1723
1/8/2017,1.1801,1.1841,1.1846,1.1784
2/8/2017,1.1856,1.1802,1.1911,1.1794
3/8/2017,1.187,1.1856,1.1894,1.1831
4/8/2017,1.1772,1.1871,1.1893,1.1731
7/8/2017,1.1795,1.1768,1.1816,1.1768
8/8/2017,1.175,1.1794,1.1825,1.1714
9/8/2017,1.1759,1.1752,1.1765,1.1689
10/8/2017,1.1772,1.1759,1.1786,1.1704
11/8/2017,1.182,1.1772,1.1846,1.1747
14/08/2017,1.178,1.1806,1.184,1.177
15/08/2017,1.1735,1.178,1.1794,1.1688
16/08/2017,1.177,1.1734,1.178,1.1682
17/08/2017,1.1724,1.1767,1.179,1.1662
18/08/2017,1.1762,1.1723,1.1775,1.1707
21/08/2017,1.1816,1.175,1.183,1.1731
22/08/2017,1.1762,1.1815,1.1826,1.1745
23/08/2017,1.1808,1.1763,1.1825,1.174
24/08/2017,1.1799,1.1807,1.1821,1.1784
25/08/2017,1.1926,1.1799,1.1942,1.1773
